report_id,audit_text,entities,category
RPT-1749,IEC 60034 Standard at Substation Delta passed quality checks based on standards defined in Cooling Tower.,Cooling Tower; Substation Delta; IEC 60034 Standard,Energy Efficiency
RPT-1750,Routine audit of Cooling Tower confirms adherence to Cooling Tower. No corrective measures required.,Sector 12; Cooling Tower,Regulatory Violation
RPT-1751,Performance report of HVAC System in Sector 12 aligns with audit benchmarks from IEC 60034 Standard.,HVAC System; Sector 12; IEC 60034 Standard,Maintenance Recommendation
RPT-1752,Energy audit suggests that Transformer T-101 is outdated. Replacement advised under IEC 60034 Standard guidelines.,Transformer T-101; Unit 5; IEC 60034 Standard,Maintenance Recommendation
RPT-1753,Load Balancer L-55 recommends immediate shutdown of Transformer T-101 at Sector 12 due to critical faults.,Transformer T-101; Load Balancer L-55; Sector 12,System Upgrade
RPT-1754,Performance report of Load Balancer L-55 in Plant 3 aligns with audit benchmarks from ISO 50001.,Load Balancer L-55; ISO 50001; Plant 3,Energy Efficiency
RPT-1755,"Audit highlights safety issues in Cooling Tower, violating Cooling Tower. Maintenance is due within 30 days at Zone A.",Zone A; Cooling Tower,Regulatory Violation
RPT-1756,Inspection report indicates ISO 50001 failed operational test at Plant 3. Refer to Power Station Alpha for compliance.,Power Station Alpha; ISO 50001; Plant 3,Regulatory Violation
RPT-1757,The inspection of Power Station Alpha at Unit 5 revealed non-compliance with ISO 50001. Immediate action is recommended to avoid downtime.,Power Station Alpha; Unit 5; ISO 50001,Maintenance Recommendation
RPT-1758,HVAC System at Control Room passed quality checks based on standards defined in IEC 60034 Standard.,Control Room; HVAC System; IEC 60034 Standard,Regulatory Violation
RPT-1759,Inverter I-90 at Unit 5 passed quality checks based on standards defined in Inverter I-90.,Inverter I-90; Unit 5,Regulatory Violation
RPT-1760,Boiler Unit B-07 at Control Room passed quality checks based on standards defined in ISO 50001.,Control Room; ISO 50001; Boiler Unit B-07,Safety Compliance
RPT-1761,Inverter I-90 recommends immediate shutdown of ISO 50001 at Control Room due to critical faults.,Inverter I-90; Control Room; ISO 50001,Maintenance Recommendation
RPT-1762,"Audit reveals Transformer T-101 has exceeded permissible limits as per ISO 50001, located in Sector 12.",Transformer T-101; Sector 12; ISO 50001,System Upgrade
RPT-1763,Performance report of IEC 60034 Standard in Control Room aligns with audit benchmarks from Load Balancer L-55.,Load Balancer L-55; Control Room; IEC 60034 Standard,Maintenance Recommendation
RPT-1764,Substation Delta showed efficiency losses in Transformer T-101. Suggested upgrade per Inverter I-90.,Transformer T-101; Inverter I-90; Substation Delta,Maintenance Recommendation
RPT-1765,ISO 50001 at Plant 3 passed quality checks based on standards defined in Main Control Panel.,ISO 50001; Main Control Panel; Plant 3,Maintenance Recommendation
RPT-1766,Sector 12 showed efficiency losses in IEC 60034 Standard. Suggested upgrade per Load Balancer L-55.,Load Balancer L-55; Sector 12; IEC 60034 Standard,Energy Efficiency
RPT-1767,Performance report of Main Control Panel in Control Room aligns with audit benchmarks from ISO 50001.,Control Room; ISO 50001; Main Control Panel,Regulatory Violation
RPT-1768,Zone A showed efficiency losses in Boiler Unit B-07. Suggested upgrade per Load Balancer L-55.,Load Balancer L-55; Zone A; Boiler Unit B-07,Maintenance Recommendation
RPT-1769,"Audit reveals IEC 60034 Standard has exceeded permissible limits as per HVAC System, located in Plant 3.",HVAC System; Plant 3; IEC 60034 Standard,Maintenance Recommendation
RPT-1770,Inspection report indicates Main Control Panel failed operational test at Unit 5. Refer to Transformer T-101 for compliance.,Transformer T-101; Unit 5; Main Control Panel,Safety Compliance
RPT-1771,Performance report of HVAC System in Substation Delta aligns with audit benchmarks from Power Station Alpha.,Power Station Alpha; HVAC System; Substation Delta,Safety Compliance
RPT-1772,Performance report of Boiler Unit B-07 in Plant 3 aligns with audit benchmarks from ISO 50001.,ISO 50001; Plant 3; Boiler Unit B-07,Energy Efficiency
RPT-1773,HVAC System recommends immediate shutdown of Load Balancer L-55 at Control Room due to critical faults.,Load Balancer L-55; HVAC System; Control Room,Maintenance Recommendation
RPT-1774,Boiler Unit B-07 at Control Room passed quality checks based on standards defined in HVAC System.,Control Room; HVAC System; Boiler Unit B-07,Maintenance Recommendation
RPT-1775,Control Room showed efficiency losses in Load Balancer L-55. Suggested upgrade per Load Balancer L-55.,Load Balancer L-55; Control Room,Energy Efficiency
RPT-1776,"Audit reveals Transformer T-101 has exceeded permissible limits as per HVAC System, located in Sector 12.",Transformer T-101; HVAC System; Sector 12,System Upgrade
RPT-1777,Energy audit suggests that Boiler Unit B-07 is outdated. Replacement advised under IEC 60034 Standard guidelines.,Control Room; Boiler Unit B-07; IEC 60034 Standard,Regulatory Violation
RPT-1778,Load Balancer L-55 recommends immediate shutdown of Power Station Alpha at Sector 12 due to critical faults.,Power Station Alpha; Load Balancer L-55; Sector 12,Energy Efficiency
RPT-1779,"Audit reveals Inverter I-90 has exceeded permissible limits as per Boiler Unit B-07, located in Unit 5.",Inverter I-90; Unit 5; Boiler Unit B-07,Regulatory Violation
RPT-1780,"Audit highlights safety issues in Power Station Alpha, violating Power Station Alpha. Maintenance is due within 30 days at Unit 5.",Power Station Alpha; Unit 5,System Upgrade
RPT-1781,"Audit reveals Power Station Alpha has exceeded permissible limits as per IEC 60034 Standard, located in Zone A.",Power Station Alpha; Zone A; IEC 60034 Standard,Regulatory Violation
RPT-1782,Main Control Panel recommends immediate shutdown of ISO 50001 at Plant 3 due to critical faults.,ISO 50001; Main Control Panel; Plant 3,Energy Efficiency
RPT-1783,Energy audit suggests that HVAC System is outdated. Replacement advised under Boiler Unit B-07 guidelines.,HVAC System; Plant 3; Boiler Unit B-07,Maintenance Recommendation
RPT-1784,Plant 3 showed efficiency losses in Load Balancer L-55. Suggested upgrade per Power Station Alpha.,Power Station Alpha; Load Balancer L-55; Plant 3,Regulatory Violation
RPT-1785,"Audit highlights safety issues in Transformer T-101, violating Boiler Unit B-07. Maintenance is due within 30 days at Substation Delta.",Transformer T-101; Boiler Unit B-07; Substation Delta,Safety Compliance
RPT-1786,"Audit highlights safety issues in Inverter I-90, violating Boiler Unit B-07. Maintenance is due within 30 days at Sector 12.",Inverter I-90; Sector 12; Boiler Unit B-07,System Upgrade
RPT-1787,"Audit reveals Transformer T-101 has exceeded permissible limits as per HVAC System, located in Control Room.",Transformer T-101; Control Room; HVAC System,Maintenance Recommendation
RPT-1788,"Audit reveals Boiler Unit B-07 has exceeded permissible limits as per ISO 50001, located in Zone A.",Zone A; ISO 50001; Boiler Unit B-07,Energy Efficiency
RPT-1789,Routine audit of Power Station Alpha confirms adherence to Main Control Panel. No corrective measures required.,Power Station Alpha; Zone A; Main Control Panel,Safety Compliance
RPT-1790,Control Room showed efficiency losses in Transformer T-101. Suggested upgrade per Load Balancer L-55.,Transformer T-101; Load Balancer L-55; Control Room,System Upgrade
RPT-1791,Routine audit of Boiler Unit B-07 confirms adherence to Power Station Alpha. No corrective measures required.,Power Station Alpha; Plant 3; Boiler Unit B-07,Regulatory Violation
RPT-1792,Routine audit of Power Station Alpha confirms adherence to Inverter I-90. No corrective measures required.,Power Station Alpha; Inverter I-90; Zone A,System Upgrade
RPT-1793,"Audit reveals ISO 50001 has exceeded permissible limits as per Inverter I-90, located in Zone A.",Inverter I-90; Zone A; ISO 50001,Safety Compliance
RPT-1794,Unit 5 showed efficiency losses in IEC 60034 Standard. Suggested upgrade per Load Balancer L-55.,Load Balancer L-55; Unit 5; IEC 60034 Standard,Energy Efficiency
RPT-1795,Routine audit of ISO 50001 confirms adherence to Cooling Tower. No corrective measures required.,ISO 50001; Cooling Tower; Substation Delta,Energy Efficiency
RPT-1796,Substation Delta showed efficiency losses in Boiler Unit B-07. Suggested upgrade per HVAC System.,HVAC System; Boiler Unit B-07; Substation Delta,Regulatory Violation
RPT-1797,The inspection of Main Control Panel at Unit 5 revealed non-compliance with ISO 50001. Immediate action is recommended to avoid downtime.,Unit 5; ISO 50001; Main Control Panel,Energy Efficiency
RPT-1798,ISO 50001 at Control Room passed quality checks based on standards defined in Boiler Unit B-07.,Control Room; ISO 50001; Boiler Unit B-07,Maintenance Recommendation
RPT-1799,The inspection of Main Control Panel at Substation Delta revealed non-compliance with Transformer T-101. Immediate action is recommended to avoid downtime.,Transformer T-101; Main Control Panel; Substation Delta,Regulatory Violation
RPT-1800,Energy audit suggests that Boiler Unit B-07 is outdated. Replacement advised under Load Balancer L-55 guidelines.,Load Balancer L-55; Boiler Unit B-07; Control Room,Regulatory Violation
RPT-1801,Main Control Panel at Substation Delta passed quality checks based on standards defined in Cooling Tower.,Cooling Tower; Main Control Panel; Substation Delta,Safety Compliance
RPT-1802,"Audit highlights safety issues in Boiler Unit B-07, violating Power Station Alpha. Maintenance is due within 30 days at Sector 12.",Power Station Alpha; Sector 12; Boiler Unit B-07,Maintenance Recommendation
RPT-1803,"Audit reveals Transformer T-101 has exceeded permissible limits as per IEC 60034 Standard, located in Substation Delta.",Transformer T-101; Substation Delta; IEC 60034 Standard,Regulatory Violation
RPT-1804,Substation Delta showed efficiency losses in IEC 60034 Standard. Suggested upgrade per IEC 60034 Standard.,Substation Delta; IEC 60034 Standard,Safety Compliance
RPT-1805,Performance report of Power Station Alpha in Control Room aligns with audit benchmarks from Inverter I-90.,Power Station Alpha; Inverter I-90; Control Room,Energy Efficiency
RPT-1806,"Audit highlights safety issues in Load Balancer L-55, violating Power Station Alpha. Maintenance is due within 30 days at Zone A.",Power Station Alpha; Load Balancer L-55; Zone A,Energy Efficiency
RPT-1807,Performance report of Load Balancer L-55 in Control Room aligns with audit benchmarks from ISO 50001.,Load Balancer L-55; ISO 50001; Control Room,Maintenance Recommendation
RPT-1808,"Audit reveals Load Balancer L-55 has exceeded permissible limits as per Inverter I-90, located in Substation Delta.",Inverter I-90; Load Balancer L-55; Substation Delta,Maintenance Recommendation
RPT-1809,Energy audit suggests that Power Station Alpha is outdated. Replacement advised under Cooling Tower guidelines.,Power Station Alpha; Unit 5; Cooling Tower,Regulatory Violation
RPT-1810,Routine audit of Transformer T-101 confirms adherence to Boiler Unit B-07. No corrective measures required.,Transformer T-101; Zone A; Boiler Unit B-07,Maintenance Recommendation
RPT-1811,Inspection report indicates Main Control Panel failed operational test at Control Room. Refer to Main Control Panel for compliance.,Control Room; Main Control Panel,Safety Compliance
RPT-1812,Performance report of Inverter I-90 in Control Room aligns with audit benchmarks from Main Control Panel.,Inverter I-90; Control Room; Main Control Panel,Maintenance Recommendation
RPT-1813,"Audit reveals Cooling Tower has exceeded permissible limits as per ISO 50001, located in Unit 5.",Unit 5; Cooling Tower; ISO 50001,Safety Compliance
RPT-1814,Unit 5 showed efficiency losses in Boiler Unit B-07. Suggested upgrade per Transformer T-101.,Transformer T-101; Unit 5; Boiler Unit B-07,Energy Efficiency
RPT-1815,"Audit reveals Transformer T-101 has exceeded permissible limits as per Power Station Alpha, located in Unit 5.",Transformer T-101; Unit 5; Power Station Alpha,Energy Efficiency
RPT-1816,Power Station Alpha recommends immediate shutdown of Power Station Alpha at Control Room due to critical faults.,Power Station Alpha; Control Room,Energy Efficiency
RPT-1817,Energy audit suggests that Transformer T-101 is outdated. Replacement advised under Power Station Alpha guidelines.,Transformer T-101; Power Station Alpha; Sector 12,Safety Compliance
RPT-1818,IEC 60034 Standard recommends immediate shutdown of ISO 50001 at Sector 12 due to critical faults.,Sector 12; ISO 50001; IEC 60034 Standard,Maintenance Recommendation
RPT-1819,"Audit highlights safety issues in Transformer T-101, violating Cooling Tower. Maintenance is due within 30 days at Zone A.",Transformer T-101; Zone A; Cooling Tower,Maintenance Recommendation
RPT-1820,Energy audit suggests that Transformer T-101 is outdated. Replacement advised under HVAC System guidelines.,Transformer T-101; HVAC System; Zone A,Regulatory Violation
RPT-1821,"Audit reveals Load Balancer L-55 has exceeded permissible limits as per HVAC System, located in Control Room.",Load Balancer L-55; HVAC System; Control Room,System Upgrade
RPT-1822,Routine audit of Power Station Alpha confirms adherence to Inverter I-90. No corrective measures required.,Power Station Alpha; Inverter I-90; Unit 5,Maintenance Recommendation
RPT-1823,Energy audit suggests that Load Balancer L-55 is outdated. Replacement advised under IEC 60034 Standard guidelines.,Load Balancer L-55; Unit 5; IEC 60034 Standard,Energy Efficiency
RPT-1824,Inspection report indicates HVAC System failed operational test at Sector 12. Refer to Inverter I-90 for compliance.,Inverter I-90; HVAC System; Sector 12,Maintenance Recommendation
RPT-1825,Inspection report indicates HVAC System failed operational test at Control Room. Refer to Power Station Alpha for compliance.,Power Station Alpha; Control Room; HVAC System,Maintenance Recommendation
RPT-1826,Sector 12 showed efficiency losses in Main Control Panel. Suggested upgrade per Boiler Unit B-07.,Sector 12; Main Control Panel; Boiler Unit B-07,System Upgrade
RPT-1827,Power Station Alpha at Plant 3 passed quality checks based on standards defined in Main Control Panel.,Power Station Alpha; Main Control Panel; Plant 3,Maintenance Recommendation
RPT-1828,"Audit highlights safety issues in Transformer T-101, violating Transformer T-101. Maintenance is due within 30 days at Substation Delta.",Transformer T-101; Substation Delta,System Upgrade
RPT-1829,Energy audit suggests that Power Station Alpha is outdated. Replacement advised under Load Balancer L-55 guidelines.,Power Station Alpha; Load Balancer L-55; Sector 12,Energy Efficiency
RPT-1830,Inspection report indicates Inverter I-90 failed operational test at Zone A. Refer to Inverter I-90 for compliance.,Inverter I-90; Zone A,Regulatory Violation
RPT-1831,Performance report of IEC 60034 Standard in Unit 5 aligns with audit benchmarks from IEC 60034 Standard.,Unit 5; IEC 60034 Standard,Energy Efficiency
RPT-1832,"Audit reveals Boiler Unit B-07 has exceeded permissible limits as per Load Balancer L-55, located in Control Room.",Load Balancer L-55; Boiler Unit B-07; Control Room,Maintenance Recommendation
RPT-1833,Inverter I-90 at Sector 12 passed quality checks based on standards defined in Transformer T-101.,Inverter I-90; Sector 12; Transformer T-101,Regulatory Violation
RPT-1834,The inspection of Boiler Unit B-07 at Zone A revealed non-compliance with IEC 60034 Standard. Immediate action is recommended to avoid downtime.,Zone A; Boiler Unit B-07; IEC 60034 Standard,System Upgrade
RPT-1835,"Audit reveals Load Balancer L-55 has exceeded permissible limits as per Cooling Tower, located in Plant 3.",Load Balancer L-55; Cooling Tower; Plant 3,Regulatory Violation
RPT-1836,"Audit reveals Cooling Tower has exceeded permissible limits as per Inverter I-90, located in Substation Delta.",Inverter I-90; Cooling Tower; Substation Delta,Energy Efficiency
RPT-1837,Energy audit suggests that Inverter I-90 is outdated. Replacement advised under Load Balancer L-55 guidelines.,Inverter I-90; Load Balancer L-55; Sector 12,Energy Efficiency
RPT-1838,The inspection of HVAC System at Sector 12 revealed non-compliance with ISO 50001. Immediate action is recommended to avoid downtime.,Sector 12; HVAC System; ISO 50001,System Upgrade
RPT-1839,"Audit highlights safety issues in IEC 60034 Standard, violating Transformer T-101. Maintenance is due within 30 days at Control Room.",Transformer T-101; Control Room; IEC 60034 Standard,Regulatory Violation
RPT-1840,Energy audit suggests that HVAC System is outdated. Replacement advised under Load Balancer L-55 guidelines.,Load Balancer L-55; HVAC System; Substation Delta,Energy Efficiency
RPT-1841,Routine audit of ISO 50001 confirms adherence to Power Station Alpha. No corrective measures required.,Power Station Alpha; ISO 50001; Plant 3,Safety Compliance
RPT-1842,Inspection report indicates HVAC System failed operational test at Plant 3. Refer to Load Balancer L-55 for compliance.,Load Balancer L-55; HVAC System; Plant 3,Regulatory Violation
RPT-1843,The inspection of Inverter I-90 at Plant 3 revealed non-compliance with Main Control Panel. Immediate action is recommended to avoid downtime.,Inverter I-90; Main Control Panel; Plant 3,Safety Compliance
RPT-1844,The inspection of Inverter I-90 at Zone A revealed non-compliance with Inverter I-90. Immediate action is recommended to avoid downtime.,Inverter I-90; Zone A,Energy Efficiency
RPT-1845,The inspection of ISO 50001 at Substation Delta revealed non-compliance with Main Control Panel. Immediate action is recommended to avoid downtime.,ISO 50001; Main Control Panel; Substation Delta,Safety Compliance
RPT-1846,Performance report of Cooling Tower in Sector 12 aligns with audit benchmarks from Load Balancer L-55.,Load Balancer L-55; Sector 12; Cooling Tower,Energy Efficiency
RPT-1847,Performance report of Cooling Tower in Unit 5 aligns with audit benchmarks from Cooling Tower.,Unit 5; Cooling Tower,System Upgrade
RPT-1848,Cooling Tower recommends immediate shutdown of HVAC System at Sector 12 due to critical faults.,Sector 12; HVAC System; Cooling Tower,Safety Compliance
RPT-1849,"Audit reveals HVAC System has exceeded permissible limits as per ISO 50001, located in Substation Delta.",HVAC System; ISO 50001; Substation Delta,Safety Compliance
RPT-1850,Inspection report indicates Transformer T-101 failed operational test at Substation Delta. Refer to Power Station Alpha for compliance.,Transformer T-101; Power Station Alpha; Substation Delta,Safety Compliance
RPT-1851,Performance report of Main Control Panel in Control Room aligns with audit benchmarks from ISO 50001.,Control Room; ISO 50001; Main Control Panel,System Upgrade
RPT-1852,"Audit reveals Transformer T-101 has exceeded permissible limits as per Main Control Panel, located in Unit 5.",Transformer T-101; Unit 5; Main Control Panel,Maintenance Recommendation
RPT-1853,Performance report of Load Balancer L-55 in Zone A aligns with audit benchmarks from Power Station Alpha.,Power Station Alpha; Load Balancer L-55; Zone A,Energy Efficiency
RPT-1854,Performance report of Boiler Unit B-07 in Substation Delta aligns with audit benchmarks from Inverter I-90.,Inverter I-90; Boiler Unit B-07; Substation Delta,Energy Efficiency
RPT-1855,Unit 5 showed efficiency losses in IEC 60034 Standard. Suggested upgrade per IEC 60034 Standard.,Unit 5; IEC 60034 Standard,Regulatory Violation
RPT-1856,Performance report of Transformer T-101 in Zone A aligns with audit benchmarks from HVAC System.,Transformer T-101; HVAC System; Zone A,System Upgrade
RPT-1857,Performance report of Load Balancer L-55 in Zone A aligns with audit benchmarks from Power Station Alpha.,Power Station Alpha; Load Balancer L-55; Zone A,Safety Compliance
RPT-1858,"Audit reveals ISO 50001 has exceeded permissible limits as per Main Control Panel, located in Sector 12.",Sector 12; ISO 50001; Main Control Panel,System Upgrade
RPT-1859,Inspection report indicates Power Station Alpha failed operational test at Sector 12. Refer to Main Control Panel for compliance.,Power Station Alpha; Sector 12; Main Control Panel,Energy Efficiency
RPT-1860,Unit 5 showed efficiency losses in Inverter I-90. Suggested upgrade per Transformer T-101.,Inverter I-90; Unit 5; Transformer T-101,Energy Efficiency
RPT-1861,"Audit reveals Main Control Panel has exceeded permissible limits as per Cooling Tower, located in Zone A.",Zone A; Cooling Tower; Main Control Panel,Regulatory Violation
RPT-1862,Cooling Tower at Sector 12 passed quality checks based on standards defined in Cooling Tower.,Sector 12; Cooling Tower,System Upgrade
RPT-1863,Routine audit of Main Control Panel confirms adherence to Inverter I-90. No corrective measures required.,Inverter I-90; Sector 12; Main Control Panel,Regulatory Violation
RPT-1864,ISO 50001 recommends immediate shutdown of IEC 60034 Standard at Sector 12 due to critical faults.,Sector 12; ISO 50001; IEC 60034 Standard,Regulatory Violation
RPT-1865,Performance report of Inverter I-90 in Zone A aligns with audit benchmarks from Main Control Panel.,Inverter I-90; Zone A; Main Control Panel,System Upgrade
RPT-1866,Inspection report indicates Boiler Unit B-07 failed operational test at Unit 5. Refer to IEC 60034 Standard for compliance.,Unit 5; Boiler Unit B-07; IEC 60034 Standard,Energy Efficiency
RPT-1867,Load Balancer L-55 recommends immediate shutdown of Boiler Unit B-07 at Control Room due to critical faults.,Load Balancer L-55; Boiler Unit B-07; Control Room,System Upgrade
RPT-1868,Inspection report indicates Power Station Alpha failed operational test at Substation Delta. Refer to Boiler Unit B-07 for compliance.,Power Station Alpha; Boiler Unit B-07; Substation Delta,Energy Efficiency
RPT-1869,Boiler Unit B-07 recommends immediate shutdown of Transformer T-101 at Unit 5 due to critical faults.,Transformer T-101; Unit 5; Boiler Unit B-07,System Upgrade
RPT-1870,Inverter I-90 recommends immediate shutdown of Load Balancer L-55 at Sector 12 due to critical faults.,Inverter I-90; Load Balancer L-55; Sector 12,Maintenance Recommendation
RPT-1871,Energy audit suggests that Power Station Alpha is outdated. Replacement advised under Inverter I-90 guidelines.,Power Station Alpha; Inverter I-90; Unit 5,Maintenance Recommendation
RPT-1872,Sector 12 showed efficiency losses in Boiler Unit B-07. Suggested upgrade per Cooling Tower.,Sector 12; Cooling Tower; Boiler Unit B-07,Energy Efficiency
RPT-1873,Inspection report indicates Transformer T-101 failed operational test at Unit 5. Refer to ISO 50001 for compliance.,Transformer T-101; Unit 5; ISO 50001,System Upgrade
RPT-1874,Routine audit of Inverter I-90 confirms adherence to Cooling Tower. No corrective measures required.,Inverter I-90; Unit 5; Cooling Tower,System Upgrade
RPT-1875,Transformer T-101 recommends immediate shutdown of Cooling Tower at Zone A due to critical faults.,Transformer T-101; Zone A; Cooling Tower,Maintenance Recommendation
RPT-1876,Boiler Unit B-07 at Control Room passed quality checks based on standards defined in Load Balancer L-55.,Load Balancer L-55; Boiler Unit B-07; Control Room,Safety Compliance
RPT-1877,Performance report of Inverter I-90 in Zone A aligns with audit benchmarks from Cooling Tower.,Inverter I-90; Zone A; Cooling Tower,Safety Compliance
RPT-1878,"Audit highlights safety issues in IEC 60034 Standard, violating Boiler Unit B-07. Maintenance is due within 30 days at Zone A.",Zone A; Boiler Unit B-07; IEC 60034 Standard,System Upgrade
RPT-1879,Routine audit of Transformer T-101 confirms adherence to ISO 50001. No corrective measures required.,Transformer T-101; Control Room; ISO 50001,Safety Compliance
RPT-1880,Power Station Alpha recommends immediate shutdown of Cooling Tower at Plant 3 due to critical faults.,Power Station Alpha; Cooling Tower; Plant 3,Safety Compliance
RPT-1881,Transformer T-101 at Plant 3 passed quality checks based on standards defined in ISO 50001.,Transformer T-101; ISO 50001; Plant 3,Regulatory Violation
RPT-1882,"Audit reveals HVAC System has exceeded permissible limits as per IEC 60034 Standard, located in Plant 3.",HVAC System; Plant 3; IEC 60034 Standard,Maintenance Recommendation
RPT-1883,Energy audit suggests that Cooling Tower is outdated. Replacement advised under Transformer T-101 guidelines.,Transformer T-101; Cooling Tower; Substation Delta,Safety Compliance
RPT-1884,Performance report of ISO 50001 in Unit 5 aligns with audit benchmarks from IEC 60034 Standard.,Unit 5; ISO 50001; IEC 60034 Standard,Maintenance Recommendation
RPT-1885,The inspection of IEC 60034 Standard at Plant 3 revealed non-compliance with Boiler Unit B-07. Immediate action is recommended to avoid downtime.,Plant 3; Boiler Unit B-07; IEC 60034 Standard,Maintenance Recommendation
RPT-1886,ISO 50001 recommends immediate shutdown of IEC 60034 Standard at Control Room due to critical faults.,Control Room; ISO 50001; IEC 60034 Standard,System Upgrade
RPT-1887,Cooling Tower recommends immediate shutdown of ISO 50001 at Control Room due to critical faults.,Control Room; ISO 50001; Cooling Tower,Safety Compliance
RPT-1888,The inspection of IEC 60034 Standard at Sector 12 revealed non-compliance with IEC 60034 Standard. Immediate action is recommended to avoid downtime.,Sector 12; IEC 60034 Standard,Regulatory Violation
RPT-1889,Inspection report indicates ISO 50001 failed operational test at Plant 3. Refer to Boiler Unit B-07 for compliance.,ISO 50001; Plant 3; Boiler Unit B-07,Energy Efficiency
RPT-1890,Performance report of Main Control Panel in Sector 12 aligns with audit benchmarks from Inverter I-90.,Inverter I-90; Sector 12; Main Control Panel,Safety Compliance
RPT-1891,Control Room showed efficiency losses in Inverter I-90. Suggested upgrade per Inverter I-90.,Inverter I-90; Control Room,Maintenance Recommendation
RPT-1892,Load Balancer L-55 at Unit 5 passed quality checks based on standards defined in IEC 60034 Standard.,Load Balancer L-55; Unit 5; IEC 60034 Standard,Maintenance Recommendation
RPT-1893,"Audit reveals Power Station Alpha has exceeded permissible limits as per HVAC System, located in Sector 12.",Power Station Alpha; HVAC System; Sector 12,Maintenance Recommendation
RPT-1894,Unit 5 showed efficiency losses in IEC 60034 Standard. Suggested upgrade per IEC 60034 Standard.,Unit 5; IEC 60034 Standard,Maintenance Recommendation
RPT-1895,Load Balancer L-55 at Control Room passed quality checks based on standards defined in Main Control Panel.,Load Balancer L-55; Main Control Panel; Control Room,Safety Compliance
RPT-1896,"Audit reveals Cooling Tower has exceeded permissible limits as per HVAC System, located in Unit 5.",Unit 5; HVAC System; Cooling Tower,Safety Compliance
RPT-1897,HVAC System at Control Room passed quality checks based on standards defined in Transformer T-101.,Transformer T-101; Control Room; HVAC System,Regulatory Violation
RPT-1898,"Audit reveals Inverter I-90 has exceeded permissible limits as per HVAC System, located in Unit 5.",Inverter I-90; Unit 5; HVAC System,Safety Compliance
RPT-1899,Energy audit suggests that Transformer T-101 is outdated. Replacement advised under Cooling Tower guidelines.,Transformer T-101; Cooling Tower; Substation Delta,Energy Efficiency
RPT-1900,Zone A showed efficiency losses in Power Station Alpha. Suggested upgrade per Inverter I-90.,Power Station Alpha; Inverter I-90; Zone A,Safety Compliance
RPT-1901,"Audit reveals Transformer T-101 has exceeded permissible limits as per IEC 60034 Standard, located in Substation Delta.",Transformer T-101; Substation Delta; IEC 60034 Standard,System Upgrade
RPT-1902,Routine audit of Load Balancer L-55 confirms adherence to Main Control Panel. No corrective measures required.,Load Balancer L-55; Main Control Panel; Substation Delta,Regulatory Violation
RPT-1903,The inspection of Transformer T-101 at Substation Delta revealed non-compliance with Load Balancer L-55. Immediate action is recommended to avoid downtime.,Transformer T-101; Load Balancer L-55; Substation Delta,Maintenance Recommendation
RPT-1904,Inspection report indicates Boiler Unit B-07 failed operational test at Plant 3. Refer to Load Balancer L-55 for compliance.,Load Balancer L-55; Plant 3; Boiler Unit B-07,Maintenance Recommendation
RPT-1905,Routine audit of ISO 50001 confirms adherence to HVAC System. No corrective measures required.,HVAC System; ISO 50001; Plant 3,Energy Efficiency
RPT-1906,Routine audit of Inverter I-90 confirms adherence to Inverter I-90. No corrective measures required.,Inverter I-90; Unit 5,System Upgrade
RPT-1907,Performance report of Main Control Panel in Zone A aligns with audit benchmarks from Transformer T-101.,Transformer T-101; Zone A; Main Control Panel,Energy Efficiency
RPT-1908,Inspection report indicates Inverter I-90 failed operational test at Zone A. Refer to Cooling Tower for compliance.,Inverter I-90; Zone A; Cooling Tower,Regulatory Violation
RPT-1909,Routine audit of Main Control Panel confirms adherence to Inverter I-90. No corrective measures required.,Inverter I-90; Sector 12; Main Control Panel,Maintenance Recommendation
RPT-1910,Performance report of Main Control Panel in Zone A aligns with audit benchmarks from Transformer T-101.,Transformer T-101; Zone A; Main Control Panel,Safety Compliance
RPT-1911,Plant 3 showed efficiency losses in Transformer T-101. Suggested upgrade per IEC 60034 Standard.,Transformer T-101; Plant 3; IEC 60034 Standard,Safety Compliance
RPT-1912,IEC 60034 Standard at Zone A passed quality checks based on standards defined in IEC 60034 Standard.,Zone A; IEC 60034 Standard,Regulatory Violation
RPT-1913,IEC 60034 Standard recommends immediate shutdown of IEC 60034 Standard at Unit 5 due to critical faults.,Unit 5; IEC 60034 Standard,Safety Compliance
RPT-1914,Cooling Tower at Substation Delta passed quality checks based on standards defined in Cooling Tower.,Cooling Tower; Substation Delta,Safety Compliance
RPT-1915,Control Room showed efficiency losses in Inverter I-90. Suggested upgrade per Transformer T-101.,Inverter I-90; Control Room; Transformer T-101,Regulatory Violation
RPT-1916,Main Control Panel recommends immediate shutdown of Cooling Tower at Substation Delta due to critical faults.,Cooling Tower; Main Control Panel; Substation Delta,System Upgrade
RPT-1917,Transformer T-101 at Control Room passed quality checks based on standards defined in ISO 50001.,Transformer T-101; Control Room; ISO 50001,Maintenance Recommendation
RPT-1918,Power Station Alpha at Control Room passed quality checks based on standards defined in Transformer T-101.,Power Station Alpha; Control Room; Transformer T-101,System Upgrade
RPT-1919,"Audit highlights safety issues in Boiler Unit B-07, violating Load Balancer L-55. Maintenance is due within 30 days at Control Room.",Load Balancer L-55; Boiler Unit B-07; Control Room,Safety Compliance
RPT-1920,Energy audit suggests that HVAC System is outdated. Replacement advised under Inverter I-90 guidelines.,Inverter I-90; Unit 5; HVAC System,System Upgrade
